RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,SU_TOUR_INTRST_VALUE,GG_IC_TOUR_INTRST_VALUE,BS_TOUR_INTRST_VALUE,CHN_DJ_TOUR_INTRST_VALUE,CB_TOUR_INTRST_VALUE,GN_US_TOUR_INTRST_VALUE,GB_DG_TOUR_INTRST_VALUE,JN_GJ_TOUR_INTRST_VALUE,JNBK_TOUR_INTRST_VALUE,GW_TOUR_INTRST_VALUE,JJ_TOUR_INTRST_VALUE
53350972,20231225,F,50대,인천광역시,모름,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53354280,20231225,F,50대,광주광역시,모름,많이 커졌다,약간 적어졌다,약간 커졌다,많이 적어졌다,예전과 비슷하다,약간 커졌다,많이 적어졌다,많이 커졌다,약간 적어졌다,약간 커졌다,많이 커졌다
53366842,20231225,F,50대,광주광역시,500이상700만원 미만,약간 커졌다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 커졌다,많이 적어졌다
53345371,20231225,F,50대,충청북도,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,많이 커졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 커졌다,약간 적어졌다,많이 적어졌다,약간 적어졌다,많이 커졌다
53331902,20231225,F,50대,충청북도,700만원 이상,많이 커졌다,약간 커졌다,많이 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,많이 커졌다,많이 커졌다
53357108,20231225,F,40대,인천광역시,700만원 이상,예전과 비슷하다,약간 적어졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다
53352329,20231225,F,40대,전라남도,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53336290,20231225,F,40대,전라남도,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,많이 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,많이 커졌다,예전과 비슷하다,많이 커졌다,약간 커졌다
53332389,20231225,F,30대,서울특별시,500이상700만원 미만,약간 적어졌다,많이 적어졌다,약간 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,약간 적어졌다,약간 적어졌다
53353009,20231225,F,30대,서울특별시,700만원 이상,예전과 비슷하다,예전과 비슷하다,많이 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,많이 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다
53327986,20231225,F,30대,서울특별시,300이상500만원 미만,많이 적어졌다,예전과 비슷하다,많이 커졌다,예전과 비슷하다,예전과 비슷하다,많이 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,많이 커졌다
53339500,20231225,F,30대,경기도,700만원 이상,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,많이 적어졌다,많이 적어졌다,약간 적어졌다,많이 적어졌다,예전과 비슷하다
53360489,20231225,F,30대,경기도,500이상700만원 미만,예전과 비슷하다,많이 적어졌다,많이 적어졌다,많이 적어졌다,약간 적어졌다,많이 적어졌다,많이 적어졌다,약간 커졌다,예전과 비슷하다,많이 커졌다,예전과 비슷하다
53366303,20231225,F,30대,경기도,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,많이 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다
53348419,20231225,F,30대,경기도,300만원 미만,예전과 비슷하다,예전과 비슷하다,많이 적어졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,많이 적어졌다,약간 적어졌다,많이 적어졌다,약간 적어졌다,약간 적어졌다
53353669,20231225,F,30대,경기도,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다
53331469,20231225,F,30대,경기도,500이상700만원 미만,약간 적어졌다,예전과 비슷하다,약간 커졌다,약간 적어졌다,약간 적어졌다,많이 적어졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다
53363390,20231225,F,30대,대구광역시,500이상700만원 미만,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다
53347184,20231225,F,30대,대구광역시,500이상700만원 미만,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다
53372279,20231225,F,30대,대전광역시,300이상500만원 미만,약간 커졌다,약간 적어졌다,많이 커졌다,많이 적어졌다,많이 적어졌다,예전과 비슷하다,약간 커졌다,약간 적어졌다,약간 적어졌다,많이 커졌다,많이 커졌다
53359514,20231225,F,30대,울산광역시,300이상500만원 미만,많이 커졌다,많이 적어졌다,약간 커졌다,많이 적어졌다,많이 적어졌다,예전과 비슷하다,많이 적어졌다,예전과 비슷하다,많이 적어졌다,약간 커졌다,약간 적어졌다
53338080,20231225,F,20대,서울특별시,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,많이 커졌다
53338886,20231225,F,20대,서울특별시,300이상500만원 미만,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 커졌다,예전과 비슷하다,약간 적어졌다,많이 적어졌다,약간 적어졌다,약간 적어졌다,약간 커졌다,약간 적어졌다
53357860,20231225,F,20대,서울특별시,모름,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,많이 커졌다,많이 커졌다
53368823,20231225,M,60대,경기도,500이상700만원 미만,약간 적어졌다,약간 적어졌다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,약간 커졌다,많이 적어졌다
53340083,20231225,M,60대,경기도,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,약간 커졌다,약간 커졌다
53362238,20231225,M,60대,경기도,300만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 적어졌다
53349361,20231225,M,60대,경기도,700만원 이상,약간 적어졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 적어졌다,약간 커졌다,약간 적어졌다,예전과 비슷하다,약간 커졌다
53339124,20231225,M,60대,경기도,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다
53338699,20231225,M,60대,경기도,700만원 이상,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53329369,20231225,M,60대,경기도,700만원 이상,예전과 비슷하다,예전과 비슷하다,많이 커졌다,약간 적어졌다,많이 적어졌다,약간 적어졌다,많이 적어졌다,예전과 비슷하다,많이 적어졌다,예전과 비슷하다,약간 커졌다
53364247,20231225,M,60대,경기도,700만원 이상,예전과 비슷하다,약간 적어졌다,많이 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53367822,20231225,M,60대,경기도,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다
53329830,20231225,M,60대,경기도,300이상500만원 미만,예전과 비슷하다,약간 커졌다,약간 적어졌다,약간 커졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,약간 적어졌다
53336094,20231225,M,60대,대전광역시,300이상500만원 미만,약간 적어졌다,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 적어졌다
53327568,20231225,M,40대,서울특별시,500이상700만원 미만,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다
53331356,20231225,M,40대,서울특별시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다
53325659,20231225,M,40대,서울특별시,300이상500만원 미만,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,많이 커졌다,많이 커졌다
53334842,20231225,M,40대,광주광역시,500이상700만원 미만,약간 적어졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다
53346120,20231225,M,40대,충청북도,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,많이 적어졌다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,많이 적어졌다,예전과 비슷하다
53343380,20231225,M,30대,서울특별시,700만원 이상,많이 커졌다,많이 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,많이 적어졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,많이 커졌다,많이 커졌다
53375627,20231225,M,30대,서울특별시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다
53326857,20231225,M,30대,경기도,300이상500만원 미만,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,많이 적어졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,많이 적어졌다,많이 적어졌다
53361179,20231225,M,30대,경기도,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53366957,20231225,M,30대,경기도,300이상500만원 미만,많이 적어졌다,약간 적어졌다,많이 적어졌다,많이 적어졌다,예전과 비슷하다,많이 적어졌다,많이 적어졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 커졌다
53341227,20231225,M,30대,경기도,300이상500만원 미만,약간 적어졌다,많이 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,많이 커졌다,많이 커졌다,약간 커졌다,약간 적어졌다,많이 커졌다,많이 커졌다
53335371,20231225,M,30대,경기도,300이상500만원 미만,많이 적어졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,많이 커졌다
53348327,20231225,M,30대,경기도,700만원 이상,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 적어졌다,약간 적어졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 적어졌다,약간 커졌다,많이 적어졌다
53343282,20231225,M,30대,경기도,500이상700만원 미만,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 적어졌다,예전과 비슷하다,많이 커졌다,예전과 비슷하다,약간 커졌다,약간 적어졌다
13421,20231225,F,60대,전라남도,300만원 미만,예전과 비슷하다,약간 적어졌다,약간 적어졌다,약간 적어졌다,많이 적어졌다,약간 적어졌다,약간 적어졌다,많이 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다
44485,20231225,F,60대,전라남도,모름,약간 적어졌다,많이 적어졌다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
135123,20231225,F,60대,경상남도,300만원 미만,많이 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 적어졌다,많이 적어졌다,많이 커졌다,약간 커졌다
148168,20231225,F,60대,서울특별시,700만원 이상,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다
183947,20231225,F,60대,경상북도,300이상500만원 미만,약간 커졌다,약간 커졌다,약간 커졌다,약간 적어졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다
197018,20231225,M,20대,충청남도(세종시 포함),300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,많이 적어졌다
236099,20231225,M,20대,서울특별시,700만원 이상,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 적어졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
261549,20231225,F,60대,강원도,300이상500만원 미만,예전과 비슷하다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,많이 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다
293947,20231225,F,60대,경상북도,700만원 이상,예전과 비슷하다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
336359,20231225,M,30대,강원도,300이상500만원 미만,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,많이 적어졌다,많이 적어졌다,예전과 비슷하다,약간 커졌다
347289,20231225,F,50대,경상남도,300이상500만원 미만,예전과 비슷하다,많이 적어졌다,예전과 비슷하다,많이 적어졌다,많이 적어졌다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,약간 커졌다,약간 적어졌다,약간 커졌다
353035,20231225,F,60대,경상남도,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
356856,20231225,F,50대,경상남도,700만원 이상,많이 커졌다,약간 적어졌다,약간 커졌다,약간 커졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 커졌다,약간 적어졌다
366668,20231225,M,20대,서울특별시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
411481,20231225,F,60대,경상남도,300이상500만원 미만,약간 적어졌다,약간 커졌다,약간 적어졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,많이 커졌다,예전과 비슷하다
415105,20231225,M,20대,서울특별시,700만원 이상,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,약간 커졌다,약간 커졌다
418543,20231225,F,60대,경기도,700만원 이상,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다
421502,20231225,M,20대,부산광역시,300만원 미만,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 적어졌다
441377,20231225,F,60대,대구광역시,700만원 이상,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다
445057,20231225,M,20대,충청남도(세종시 포함),모름,약간 커졌다,약간 적어졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다
452730,20231225,M,20대,대구광역시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,약간 커졌다,약간 커졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 커졌다,많이 커졌다,약간 적어졌다
452901,20231225,M,20대,인천광역시,모름,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다
458670,20231225,M,20대,인천광역시,700만원 이상,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다
459645,20231225,M,20대,경기도,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다
461535,20231225,M,20대,경기도,500이상700만원 미만,많이 커졌다,약간 적어졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다
462958,20231225,M,20대,광주광역시,300만원 미만,많이 적어졌다,예전과 비슷하다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다
467180,20231225,M,20대,충청북도,300만원 미만,약간 커졌다,많이 적어졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,많이 적어졌다,약간 커졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,약간 적어졌다
467305,20231225,M,20대,서울특별시,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,많이 커졌다,약간 커졌다
468383,20231225,M,20대,서울특별시,500이상700만원 미만,예전과 비슷하다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,약간 적어졌다
469636,20231225,M,20대,서울특별시,300이상500만원 미만,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다
469803,20231225,M,20대,서울특별시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,많이 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,많이 적어졌다,많이 적어졌다,약간 커졌다,약간 적어졌다
469851,20231225,M,20대,충청남도(세종시 포함),300이상500만원 미만,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다
469921,20231225,M,20대,인천광역시,700만원 이상,많이 커졌다,약간 커졌다,많이 커졌다,약간 적어졌다,예전과 비슷하다,많이 커졌다,많이 커졌다,약간 적어졌다,약간 적어졌다,약간 커졌다,많이 커졌다
470313,20231225,M,20대,대구광역시,300만원 미만,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다
