순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
248,부산광역시,해운대구,반여농산물도매시장,부산 해운대구 수영강변대로 626-0,쇼핑,시장,119675
249,부산광역시,중구,자갈치시장,부산 중구 자갈치해안로 52-0,쇼핑,시장,118973
250,충청북도,단양군,단양구경시장,충북 단양군 도전5길 31-0,쇼핑,시장,118352
251,대전광역시,중구,서대전역,대전 중구 오류로 23-0,기타관광,교통시설,118351
252,경상북도,경주시,보문관광단지,경북 경주시 보문로 424-33,문화관광,복합관광시설,117868
253,강원특별자치도,강릉시,강릉역,강원 강릉시 용지로 176-0,기타관광,교통시설,117851
254,경기도,남양주시,마석역,경기 남양주시 마석중앙로 107-0,기타관광,교통시설,117845
255,경기도,성남시 분당구,롯데백화점분당점,경기 성남시 분당구 황새울로200번길 45-0,쇼핑,백화점,117762
256,경기도,용인시 처인구,용인공용버스터미널,경기 용인시 처인구 중부대로 1486-0,기타관광,교통시설,117468
257,서울특별시,마포구,망원시장,서울 마포구 포은로8길 14-0,쇼핑,시장,117019
258,광주광역시,광산구,광주송정역,광주 광산구 상무대로 201-0,기타관광,교통시설,116750
259,경기도,이천시,비에이비스타CC,경기 이천시 어농로 272-0,레저스포츠,육상레저스포츠,116461
260,경기도,수원시 영통구,아브뉴프랑광교,경기 수원시 영통구 센트럴타운로 85-0,쇼핑,쇼핑몰,116277
261,경상남도,김해시,신세계백화점김해점,경남 김해시 김해대로 2232-0,쇼핑,백화점,116065
262,인천광역시,중구,클럽72CC바다코스,인천 중구 공항동로 392-0,레저스포츠,육상레저스포츠,115763
263,부산광역시,영도구,태종대,부산 영도구 전망로 24-0,역사관광,역사유적지,115235
264,서울특별시,마포구,망원한강공원,서울 마포구 마포나루길 467-0,문화관광,도시공원,115158
265,강원특별자치도,춘천시,남이섬,강원 춘천시 남이섬길 1-0,자연관광,자연경관(하천/해양),115137
266,경상남도,창원시 마산회원구,마산역,경남 창원시 마산회원구 마산역광장로 18-0,기타관광,교통시설,114585
267,경기도,과천시,서울랜드,경기 과천시 광명로 181-0,문화관광,테마공원,114510
268,경상북도,포항시 남구,포항시외버스터미널,경북 포항시 남구 중흥로 85-0,기타관광,교통시설,114227
269,충청남도,아산시,퍼스트빌리지,충남 아산시 해위안길 127-0,쇼핑,쇼핑몰,113661
270,서울특별시,구로구,NC백화점신구로점,서울 구로구 구로중앙로 152-0,쇼핑,백화점,113552
271,강원특별자치도,강릉시,경포해변,강원 강릉시,자연관광,자연경관(하천/해양),113483
272,충청남도,당진시,당진버스터미널,충남 당진시 밤절로 149-0,기타관광,교통시설,113392
273,서울특별시,강남구,갤러리아백화점명품관WEST,서울 강남구 압구정로 343-0,쇼핑,백화점,111341
274,인천광역시,연수구,트리플스트리트A동,인천 연수구 송도과학로16번길 33-1,쇼핑,쇼핑몰,111195
275,강원특별자치도,춘천시,레고랜드코리아리조트,강원 춘천시 하중도길 125-0,문화관광,테마공원,110954
276,경기도,부천시,웅진플레이도시,경기 부천시 조마루로 2-0,문화관광,테마공원,110913
277,경상북도,경주시,대릉원,경북 경주시 계림로 9-0,역사관광,역사유적지,110484
278,경기도,고양시 덕양구,행주산성,경기 고양시 덕양구 행주로15번길 89-0,역사관광,역사유적지,110341
279,부산광역시,중구,국제시장,부산 중구 국제시장2길 25-0,쇼핑,시장,110309
280,인천광역시,서구,청라호수공원,인천 서구 크리스탈로 59-0,문화관광,도시공원,110000
280,경상북도,경주시,경주월드,경북 경주시 보문로 544-0,문화관광,테마공원,110000
282,경기도,파주시,문산역,경기 파주시 문산역로 94-0,기타관광,교통시설,109462
283,전라남도,여수시,오동도,전남 여수시 오동도로 222-0,자연관광,자연경관(하천/해양),109159
284,경기도,성남시 중원구,모란민속5일장,경기 성남시 중원구 둔촌대로 68-0,쇼핑,시장,108729
285,충청남도,예산군,수덕사,충남 예산군 수덕사안길 79-0,역사관광,종교성지,108239
286,서울특별시,구로구,현대백화점디큐브시티점,서울 구로구 경인로 662-0,쇼핑,백화점,108210
287,전라남도,광양시,LF스퀘어광양점,전남 광양시 순광로 466-0,쇼핑,쇼핑몰,108083
288,서울특별시,서초구,뉴코아아울렛강남점,서울 서초구 잠원로 69-0,쇼핑,대형마트,108081
289,광주광역시,광산구,롯데아울렛광주수완점,광주 광산구 장신로 98-0,쇼핑,쇼핑몰,107997
290,충청북도,청주시 상당구,청남대,충북 청주시 상당구 청남대길 646-0,기타관광,기타관광,107858
291,서울특별시,광진구,롯데백화점건대스타시티점,서울 광진구 능동로 92-0,쇼핑,백화점,107811
292,대구광역시,달서구,이월드,대구 달서구 두류공원로 200-0,문화관광,테마공원,107412
293,경상북도,경주시,국립경주박물관,경북 경주시 일정로 186-0,문화관광,전시시설,107372
294,경상남도,거제시,바람의언덕,경남 거제시,문화관광,기타문화관광지,107139
295,경기도,하남시,미사경정공원,경기 하남시 미사대로 505-0,문화관광,도시공원,106478
296,경기도,가평군,남이섬선착장,경기 가평군 북한강변로 1024-0,기타관광,교통시설,106352
297,경기도,부천시,뉴코아아울렛부천점,경기 부천시 송내대로 239-0,쇼핑,대형마트,106327
298,인천광역시,중구,을왕리해수욕장,인천 중구 용유서로302번길 16-15,자연관광,자연경관(하천/해양),106050
299,대전광역시,유성구,NC백화점대전유성점,대전 유성구 계룡로 119-0,쇼핑,백화점,106014
300,경기도,오산시,오산오색시장,경기 오산시 오산로278번길 10-0,쇼핑,시장,105946
301,서울특별시,강북구,롯데백화점미아점,서울 강북구 도봉로 62-0,쇼핑,백화점,105916
302,경기도,성남시 분당구,성남시임시버스터미널,경기 성남시 분당구 성남대로925번길 16-0,기타관광,교통시설,105856
303,경기도,용인시 기흥구,골드CC,경기 용인시 기흥구 기흥단지로 398-0,레저스포츠,육상레저스포츠,105664
304,서울특별시,송파구,가든파이브툴,서울 송파구 충민로 10-0,쇼핑,쇼핑몰,105487
305,충청북도,청주시 흥덕구,롯데아울렛청주점,충북 청주시 흥덕구 2순환로 1004-0,쇼핑,쇼핑몰,104979
306,울산광역시,남구,현대백화점울산점,울산 남구 삼산로 261-0,쇼핑,백화점,104967
307,경기도,안산시 상록구,안산버스터미널,경기 안산시 상록구 항가울로 410-0,기타관광,교통시설,104905
308,강원특별자치도,강릉시,경포대,강원 강릉시 경포로 365-0,역사관광,역사유적지,104454
309,충청남도,아산시,온양온천역,충남 아산시 온천대로 1496-0,기타관광,교통시설,104020
310,경기도,수원시 영통구,앨리웨이광교,경기 수원시 영통구 광교호수공원로 80-0,쇼핑,쇼핑몰,103998
311,서울특별시,금천구,마리오아울렛1관,서울 금천구 디지털로 185-0,쇼핑,쇼핑몰,103856
312,부산광역시,해운대구,신세계센텀시티몰,부산 해운대구 센텀4로 15-0,쇼핑,백화점,103351
313,서울특별시,용산구,전쟁기념관,서울 용산구 이태원로 29-0,문화관광,전시시설,103168
314,경기도,시흥시,삼미시장,경기 시흥시 삼미시장2길 29-0,쇼핑,시장,103129
315,인천광역시,강화군,대룡시장,인천 강화군 대룡안길 60-0,쇼핑,시장,102911
316,경기도,수원시 팔달구,뉴코아아울렛동수원점,경기 수원시 팔달구 인계로 154-0,쇼핑,대형마트,102482
317,충청남도,서산시,서산공용버스터미널,충남 서산시 안견로 190-0,기타관광,교통시설,102437
318,세종특별자치시,세종특별자치시,국립세종수목원,세종시   수목원로 136-0,문화관광,테마공원,102033
319,경상북도,경주시,경주시외버스터미널,경북 경주시 강변로 184-0,기타관광,교통시설,101774
320,경상남도,거제시,매미성,경남 거제시 복항길 29-0,역사관광,역사유적지,101618
321,경기도,성남시 분당구,NC백화점야탑점,경기 성남시 분당구 야탑로81번길 11-0,쇼핑,백화점,101578
322,전라남도,완도군,완도항여객선터미널,전남 완도군 장보고대로 339-0,기타관광,교통시설,101452
323,서울특별시,종로구,팔각정북악스카이,서울 종로구 북악산로 267-0,문화관광,랜드마크관광,100431
324,서울특별시,종로구,국립현대미술관서울관,서울 종로구 삼청로 30-0,문화관광,전시시설,100372
325,광주광역시,동구,롯데백화점광주점,광주 동구 독립로 268-0,쇼핑,백화점,99952
326,부산광역시,북구,구포역,부산 북구 구포만세길 82-0,기타관광,교통시설,99805
327,서울특별시,서초구,잠원한강공원,서울 서초구 잠원로 221-124,문화관광,도시공원,99487
328,전북특별자치도,전주시 덕진구,전주고속버스터미널,전북 전주시 덕진구 가리내로 70-0,기타관광,교통시설,99303
329,서울특별시,동대문구,경동시장,서울 동대문구 고산자로36길 3-0,쇼핑,시장,99287
330,강원특별자치도,양양군,서피비치,강원 양양군 하조대해안길 119-0,레저스포츠,수상레저스포츠,99060
331,인천광역시,중구,연안부두,인천 중구 연안부두로 0-0,자연관광,자연경관(하천/해양),98948
332,충청남도,서산시,해미읍성,충남 서산시 남문2로 143-0,역사관광,역사유적지,98593
333,경기도,평택시,통복시장,경기 평택시 통복시장로25번길 10-0,쇼핑,시장,98470
334,경상북도,경주시,석굴암,경북 경주시 석굴로 238-0,역사관광,역사유적지,98351
335,대구광역시,서구,서대구역,대구 서구 와룡로 527-0,기타관광,교통시설,98132
336,경기도,안산시 단원구,NC백화점고잔점,경기 안산시 단원구 광덕대로 194-0,쇼핑,백화점,97456
337,서울특별시,관악구,롯데백화점관악점,서울 관악구 봉천로 209-0,쇼핑,백화점,97211
338,강원특별자치도,평창군,월정사,강원 평창군 오대산로 374-8,역사관광,종교성지,96729
339,경기도,광주시,남한산성,경기 광주시 남한산성로 784-16,역사관광,역사유적지,96552
340,경기도,포천시,국립수목원,경기 포천시 광릉수목원로 415-0,문화관광,테마공원,96491
341,인천광역시,중구,을왕리해수욕장,인천 중구 을왕로 52-0,자연관광,자연경관(하천/해양),96223
342,전북특별자치도,정읍시,정읍역,전북 정읍시 서부산업도로 305-0,기타관광,교통시설,96122
343,서울특별시,중구,두산타워,서울 중구 장충단로 275-0,쇼핑,쇼핑몰,95931
344,전라남도,여수시,여수해상케이블카놀아정류장,전남 여수시 돌산로 3600-1,기타관광,기타관광,95565
345,경기도,이천시,테르메덴,경기 이천시 사실로 984-0,체험관광,웰니스관광,95509
346,경기도,이천시,지산포레스트리조트스키장,경기 이천시 지산로 267-0,레저스포츠,육상레저스포츠,95502
347,강원특별자치도,강릉시,아르떼뮤지엄강릉,강원 강릉시 난설헌로 131-0,문화관광,전시시설,95247
348,전북특별자치도,전주시 덕진구,전주월드컵경기장,전북 전주시 덕진구 기린대로 1055-0,문화관광,레저스포츠시설,95062
349,강원특별자치도,속초시,속초아이대관람차,강원 속초시 청호해안길 2-0,기타관광,기타관광,94774
350,경기도,의정부시,의정부제일시장,경기 의정부시 태평로73번길 20-0,쇼핑,시장,94484
351,인천광역시,남동구,모래내시장,인천 남동구 호구포로 818-0,쇼핑,시장,94333
352,강원특별자치도,정선군,강원랜드,강원 정선군 하이원길 265-0,문화관광,복합관광시설,93872
353,충청북도,충주시,충주공용버스터미널,충북 충주시 봉계1길 49-0,기타관광,교통시설,93619
354,경기도,안양시 만안구,안양예술공원,경기 안양시 만안구 예술공원로 195-1,문화관광,도시공원,93314
355,경상남도,창원시 마산회원구,마산시외버스터미널,경남 창원시 마산회원구 3·15대로 756-0,기타관광,교통시설,93215
356,대전광역시,유성구,대전월드컵경기장,대전 유성구 월드컵대로 32-0,문화관광,레저스포츠시설,93085
357,전북특별자치도,전주시 완산구,롯데백화점전주점,전북 전주시 완산구 온고을로 2-0,쇼핑,백화점,92594
358,전라남도,여수시,향일암,전남 여수시 향일암로 1-0,역사관광,종교성지,92579
359,대구광역시,북구,대구농수산물도매시장,대구 북구 매천로18길 34-0,쇼핑,시장,92509
360,경기도,화성시,동탄호수공원,경기 화성시,문화관광,도시공원,92449
361,경기도,용인시 기흥구,태광CC,경기 용인시 기흥구 흥덕4로 77-0,레저스포츠,육상레저스포츠,92368
362,서울특별시,송파구,롯데백화점에비뉴엘월드타워점,서울 송파구 올림픽로 300-0,쇼핑,백화점,92304
363,서울특별시,은평구,NC백화점불광점,서울 은평구 불광로 20-0,쇼핑,백화점,92292
364,서울특별시,송파구,가락몰,서울 송파구 양재대로 932-0,쇼핑,시장,92286
365,울산광역시,남구,롯데백화점울산점,울산 남구 삼산로 288-0,쇼핑,백화점,92246
366,강원특별자치도,양양군,낙산해변,강원 양양군 해맞이길 59-0,자연관광,자연경관(하천/해양),92101
367,인천광역시,강화군,보문사,인천 강화군 삼산남로828번길 44-0,역사관광,종교성지,91988
368,광주광역시,서구,김대중컨벤션센터,광주 서구 상무누리로 30-0,문화관광,전시시설,91738
369,충청북도,청주시 청원구,오창호수공원,충북 청주시 청원구 오창공원로 311-0,문화관광,도시공원,91486
370,경기도,용인시 기흥구,수원CC,경기 용인시 기흥구 중부대로 495-0,레저스포츠,육상레저스포츠,91222
371,경기도,평택시,AK플라자평택,경기 평택시 평택로 51-0,쇼핑,백화점,90679
372,인천광역시,중구,삼목선착장,인천 중구 영종해안북로847번길 55-0,기타관광,교통시설,90602
373,경기도,김포시,대명포구,경기 김포시,자연관광,자연경관(하천/해양),90548
374,충청북도,단양군,만천하스카이워크,충북 단양군 옷바위길 10-0,문화관광,랜드마크관광,90416
375,강원특별자치도,속초시,대포항,강원 속초시,자연관광,자연경관(하천/해양),90340
376,경기도,파주시,마장호수출렁다리,경기 파주시,기타관광,기타관광,90336
377,경기도,광명시,광명스피돔,경기 광명시 광명로 721-0,레저스포츠,육상레저스포츠,90235
378,경기도,파주시,임진각,경기 파주시 임진각로 164-0,기타관광,기타관광,90129
379,경기도,양평군,용문사,경기 양평군 용문산로 782-0,역사관광,종교성지,90015
380,경상남도,하동군,화개장터,경남 하동군 쌍계로 17-0,쇼핑,시장,89837
381,경기도,수원시 영통구,수원컨벤션센터,경기 수원시 영통구 광교중앙로 140-0,문화관광,전시시설,89607
382,인천광역시,연수구,트리플스트리트D동,인천 연수구 송도과학로16번길 33-4,쇼핑,쇼핑몰,89447
383,대구광역시,북구,롯데백화점대구점,대구 북구 태평로 161-0,쇼핑,백화점,89215
384,강원특별자치도,원주시,오크밸리CC,강원 원주시 월송석화로 950-0,레저스포츠,육상레저스포츠,89172
385,부산광역시,동래구,메가마트동래점,부산 동래구 충렬대로 197-0,쇼핑,대형마트,89053
386,대전광역시,중구,대전오월드,대전 중구 사정공원로 70-0,문화관광,테마공원,88516
387,경기도,수원시 팔달구,수원월드컵경기장,경기 수원시 팔달구 월드컵로 310-0,문화관광,레저스포츠시설,88407
388,인천광역시,연수구,트리플스트리트C동,인천 연수구 송도과학로16번길 33-3,쇼핑,쇼핑몰,88254
389,충청남도,천안시 서북구,모다아울렛천안아산점,충남 천안시 서북구 공원로 196-0,쇼핑,쇼핑몰,88182
390,서울특별시,금천구,마리오아울렛3관,서울 금천구 벚꽃로 266-0,쇼핑,쇼핑몰,88112
391,부산광역시,기장군,롯데월드어드벤처부산,부산 기장군 동부산관광로 42-0,문화관광,테마공원,87893
392,충청북도,제천시,제천역,충북 제천시 의림대로 1-0,기타관광,교통시설,87736
393,경기도,파주시,서원힐스CC,경기 파주시 서원길 333-0,레저스포츠,육상레저스포츠,87079
394,전북특별자치도,군산시,롯데몰군산점,전북 군산시 조촌로 130-0,쇼핑,쇼핑몰,86880
395,충청남도,공주시,공주종합버스터미널,충남 공주시 신관로 74-0,기타관광,교통시설,86770
395,강원특별자치도,평창군,대관령양떼목장,강원 평창군 대관령마루길 483-32,기타관광,기타관광,86770
397,경기도,시흥시,시흥갯골생태공원,경기 시흥시 동서로 287-0,문화관광,도시공원,85791
398,경기도,광주시,뉴서울CC,경기 광주시 삼지곡길 95-0,레저스포츠,육상레저스포츠,85783
399,경상북도,안동시,안동하회마을,경북 안동시 하회종가길 2-1,역사관광,역사유적지,85458
400,서울특별시,강남구,봉은사,서울 강남구 봉은사로 531-0,역사관광,종교성지,85365
401,서울특별시,노원구,2001아울렛중계점,서울 노원구 동일로204가길 46-0,쇼핑,대형마트,85355
402,경기도,고양시 일산서구,아쿠아플라넷일산,경기 고양시 일산서구 한류월드로 282-0,문화관광,테마공원,85339
403,경기도,용인시 처인구,플라자CC용인,경기 용인시 처인구 봉무로153번길 79-0,레저스포츠,육상레저스포츠,85321
404,서울특별시,종로구,북악스카이웨이,서울 종로구,기타관광,데이트코스,85297
405,강원특별자치도,홍천군,홍천종합버스터미널,강원 홍천군 홍천로 301-0,기타관광,교통시설,85223
406,경기도,성남시 분당구,2001아울렛분당점,경기 성남시 분당구 미금일로154번길 20-0,쇼핑,대형마트,85222
407,전라남도,목포시,목포해상케이블카북항승강장,전남 목포시 해양대학로 240-0,기타관광,기타관광,84805
408,광주광역시,동구,국립아시아문화전당,광주 동구 문화전당로 38-0,문화관광,전시시설,84652
409,충청북도,청주시 흥덕구,떼제베CC,충북 청주시 흥덕구 동림2길 149-0,레저스포츠,육상레저스포츠,84027
410,경기도,포천시,포천힐마루CC,경기 포천시 금화봉4길 77-0,레저스포츠,육상레저스포츠,84008
411,경상북도,포항시 북구,영일대해수욕장,경북 포항시 북구,자연관광,자연경관(하천/해양),83981
412,부산광역시,해운대구,롯데백화점센텀시티점,부산 해운대구 센텀남대로 59-0,쇼핑,백화점,83813
413,충청남도,서천군,서천특화시장,충남 서천군 충절로 42-0,쇼핑,시장,83774
414,경기도,수원시 장안구,만석공원,경기 수원시 장안구,문화관광,도시공원,83596
415,서울특별시,구로구,고척스카이돔,서울 구로구 경인로 430-0,문화관광,레저스포츠시설,83465
416,경기도,안산시 단원구,탄도선착장,경기 안산시 단원구 대부황금로 0-0,기타관광,교통시설,83417
417,경상남도,김해시,김해롯데워터파크본관,경남 김해시 장유로 555-0,문화관광,테마공원,83225
418,충청북도,제천시,청풍호반케이블카,충북 제천시 문화재길 166-0,기타관광,기타관광,83224
419,경기도,용인시 처인구,코리아CC,경기 용인시 처인구 기흥단지로 579-0,레저스포츠,육상레저스포츠,83208
420,서울특별시,송파구,가든파이브웍스,서울 송파구 충민로 52-0,쇼핑,쇼핑몰,83195
421,강원특별자치도,원주시,뮤지엄산,강원 원주시 오크밸리2길 260-0,문화관광,전시시설,83142
422,경기도,광명시,AK플라자광명,경기 광명시 양지로 17-0,쇼핑,백화점,83056
423,강원특별자치도,양양군,휴휴암,강원 양양군 광진2길 3-16,역사관광,종교성지,82879
424,강원특별자치도,속초시,동명항,강원 속초시 동명항길 50-0,자연관광,자연경관(하천/해양),82763
425,경기도,화성시,융릉과건릉,경기 화성시 효행로481번길 21-0,역사관광,역사유적지,82581
426,경상남도,창원시 의창구,창원역,경남 창원시 의창구 의창대로 67-0,기타관광,교통시설,82450
427,경기도,안산시 단원구,롯데백화점안산점,경기 안산시 단원구 고잔1길 12-0,쇼핑,백화점,82378
428,대구광역시,달성군,옥연지송해공원,대구 달성군,문화관광,도시공원,82163
429,제주특별자치도,서귀포시,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,기타관광,82057
430,전라남도,여수시,아쿠아플라넷여수,전남 여수시 오동도로 61-11,문화관광,테마공원,82047
431,서울특별시,용산구,블루스퀘어,서울 용산구 이태원로 294-0,문화관광,공연시설,81632
432,강원특별자치도,고성군,고성통일전망대,강원 고성군 금강산로 481-0,문화관광,랜드마크관광,81596
433,전라남도,여수시,여수엑스포역,전남 여수시 망양로 2-0,기타관광,교통시설,81444
434,서울특별시,중구,국립극장,서울 중구 장충단로 59-0,문화관광,공연시설,81403
435,경기도,용인시 기흥구,88CC,경기 용인시 기흥구 석성로521번길 169-0,레저스포츠,육상레저스포츠,81311
436,경기도,포천시,베어크리크GC,경기 포천시 달인동로 35-0,레저스포츠,육상레저스포츠,80967
437,대전광역시,대덕구,신탄진역,대전 대덕구 신탄진로 807-0,기타관광,교통시설,80958
438,경기도,의왕시,백운호수,경기 의왕시 학현로 0-0,자연관광,자연경관(하천/해양),80664
439,충청남도,아산시,파라다이스스파도고,충남 아산시 도고온천로 176-1,체험관광,웰니스관광,80580
440,서울특별시,성동구,마장축산물시장,서울 성동구 마장로31길 40-0,쇼핑,시장,80532
441,경기도,양평군,두물머리,경기 양평군,기타관광,기타관광,80518
442,서울특별시,중구,밀리오레동대문점,서울 중구 장충단로 263-0,쇼핑,쇼핑몰,80422
443,경기도,평택시,안중공용버스터미널,경기 평택시 안현로서9길 14-4,기타관광,교통시설,80270
444,대구광역시,달서구,모다아울렛대구점,대구 달서구 달서대로 411-0,쇼핑,쇼핑몰,80206
445,경상북도,경주시,문무대왕릉,경북 경주시,역사관광,역사유적지,80150
446,서울특별시,은평구,수색역,서울 은평구 수색로 261-1,기타관광,교통시설,80083
447,부산광역시,동래구,사직야구장,부산 동래구 사직로 45-0,문화관광,레저스포츠시설,80040
448,서울특별시,양천구,행복한백화점,서울 양천구 목동동로 309-0,쇼핑,백화점,79872
449,강원특별자치도,춘천시,남춘천역,강원 춘천시 영서로 2260-0,기타관광,교통시설,79685
450,충청남도,태안군,만리포해수욕장,충남 태안군 만리포2길 138-0,자연관광,자연경관(하천/해양),79430
451,제주특별자치도,서귀포시,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,문화관광,전시시설,79327
452,서울특별시,송파구,롯데월드아쿠아리움,서울 송파구 올림픽로 300-0,문화관광,테마공원,79006
453,경기도,수원시 팔달구,CGV동수원,경기 수원시 팔달구 권광로 181-0,문화관광,공연시설,78863
454,인천광역시,강화군,전등사,인천 강화군 전등사로 37-41,역사관광,종교성지,78757
455,서울특별시,용산구,HDC아이파크몰용산점,서울 용산구 한강대로23길 55-0,쇼핑,백화점,78512
456,강원특별자치도,정선군,정선아리랑시장,강원 정선군 봉양7길 39-0,쇼핑,시장,78283
457,부산광역시,동구,부산항국제여객터미널,부산 동구 충장대로 206-0,기타관광,교통시설,78170
458,경기도,수원시 장안구,수원KT위즈파크,경기 수원시 장안구 경수대로 893-0,문화관광,레저스포츠시설,78157
459,경기도,여주시,신라CC,경기 여주시 신라그린길 84-0,레저스포츠,육상레저스포츠,78044
460,인천광역시,중구,인천항연안여객터미널,인천 중구 연안부두로 70-0,기타관광,교통시설,77777
461,서울특별시,마포구,마포농수산물시장,서울 마포구 월드컵로 235-0,쇼핑,시장,77733
462,경기도,시흥시,솔트베이GC,경기 시흥시 마유로 987-0,레저스포츠,육상레저스포츠,77527
463,인천광역시,미추홀구,신기시장,인천 미추홀구 인하로262번길 34-0,쇼핑,시장,77480
464,강원특별자치도,춘천시,춘천역,강원 춘천시 공지로 591-0,기타관광,교통시설,77466
465,제주특별자치도,서귀포시,아쿠아플라넷제주,제주 서귀포시 섭지코지로 95-0,문화관광,테마공원,77097
466,강원특별자치도,원주시,원주소금산출렁다리,강원 원주시 소금산길 12-0,기타관광,기타관광,76857
467,경기도,파주시,프로방스,경기 파주시 새오리로 69-0,기타관광,기타관광,76801
468,부산광역시,동구,부산진시장,부산 동구 진시장로 24-0,쇼핑,시장,76750
469,충청남도,공주시,마곡사,충남 공주시 마곡사로 966-0,역사관광,종교성지,76490
470,경기도,용인시 기흥구,한성CC,경기 용인시 기흥구 구교동로 151-0,레저스포츠,육상레저스포츠,76394
471,경기도,양평군,용문역,경기 양평군 용문역길 21-0,기타관광,교통시설,76312
472,경상남도,진주시,진주역,경남 진주시 진주역로 130-0,기타관광,교통시설,76201
473,울산광역시,남구,태화강역,울산 남구 산업로 654-0,기타관광,교통시설,76111
474,인천광역시,중구,신포국제시장,인천 중구 우현로49번길 11-5,쇼핑,시장,75858
475,경기도,용인시 처인구,아시아나CC,경기 용인시 처인구 양대로 290-0,레저스포츠,육상레저스포츠,75616
476,전라남도,목포시,목포종합버스터미널,전남 목포시 영산로 525-0,기타관광,교통시설,75539
477,충청남도,보령시,대천항,충남 보령시,자연관광,자연경관(하천/해양),75364
478,강원특별자치도,양양군,양양전통시장,강원 양양군 남문5길 9-0,쇼핑,시장,75339
479,경기도,양주시,레이크우드CC,경기 양주시 만송로 244-0,레저스포츠,육상레저스포츠,75277
480,경상남도,남해군,보리암,경남 남해군 보리암로 665-0,역사관광,종교성지,75021
481,울산광역시,중구,태화강국가정원,울산 중구 샛강남길 5-0,문화관광,도시공원,74937
482,충청북도,단양군,도담삼봉,충북 단양군 삼봉로 644-0,기타관광,기타관광,74865
483,강원특별자치도,원주시,센추리21CC,강원 원주시 궁말길 193-0,레저스포츠,육상레저스포츠,74740
484,서울특별시,송파구,NC백화점송파점,서울 송파구 충민로 66-0,쇼핑,백화점,74737
485,경기도,안산시 상록구,안산농수산물도매시장,경기 안산시 상록구 충장로 312-0,쇼핑,시장,74608
486,서울특별시,양천구,목동실내아이스링크,서울 양천구 안양천로 939-0,레저스포츠,육상레저스포츠,74555
487,경기도,안성시,신안CC,경기 안성시 개울말길 149-0,레저스포츠,육상레저스포츠,74542
488,경상북도,영덕군,강구항,경북 영덕군,자연관광,자연경관(하천/해양),74495
489,인천광역시,서구,베어즈베스트청라GC,인천 서구 청라대로316번길 45-0,레저스포츠,육상레저스포츠,74485
490,경기도,포천시,포천힐스CC,경기 포천시 반월산성로375번길 34-0,레저스포츠,육상레저스포츠,74478
491,경기도,용인시 처인구,용인중앙시장,경기 용인시 처인구 용문로 198-1,쇼핑,시장,74461
492,경기도,포천시,포천아트밸리,경기 포천시 아트밸리로 234-0,문화관광,공연시설,74382
493,울산광역시,남구,울산대공원,울산 남구 대공원로 94-0,문화관광,테마공원,74369
494,울산광역시,동구,대왕암공원,울산 동구 등대로 95-0,문화관광,도시공원,74082
495,전라남도,구례군,화엄사,전남 구례군 화엄사로 539-0,역사관광,종교성지,73809
496,경상남도,창원시 의창구,창원종합버스터미널,경남 창원시 의창구 창원대로 371-0,기타관광,교통시설,73687
497,전북특별자치도,남원시,광한루원,전북 남원시 요천로 1447-0,기타관광,기타관광,73677
498,경기도,화성시,제부도,경기 화성시,자연관광,자연경관(하천/해양),73357
499,경기도,화성시,롯데시네마향남,경기 화성시 상신하길로298번길 7-21,문화관광,공연시설,73285
500,부산광역시,부산진구,부산시민공원,부산 부산진구 시민공원로 73-0,문화관광,도시공원,73120
